best_accuracy,final_auc,final_precision,final_recall,final_f1,total_training_time,total_epochs,model_parameters
0.9918675706077281,0.9901272861492697,0.9941189225392272,0.9746380736717701,0.9840787640929389,1386.557238817215,9,12419498
