best_accuracy,final_auc,final_precision,final_recall,final_f1,total_training_time,total_epochs,model_parameters
0.9876265466816648,0.9824275576121992,0.9827015150140959,0.9694259236205404,0.9759210319045868,1349.7368793487549,9,12419498
