model,accuracy,auc,precision,recall,f1_score,training_time,epochs,best_epoch,avg_epoch_time
RTX4050_CDCN,0.9681087161402122,0.9828016820040717,0.9857433069723572,0.97642746774947,0.9810632728585612,5312.839854001999,12,6,442.7366545001666
